期	period; time; date; term	き・ご		N3	3	12
植	plant	しょく	う.える・う.わる	N2	3	12
歯	tooth; cog	し	よわい・は・よわ.い・よわい.する	N3	3	12
温	warm	おん	あたた.か・あたた.かい・あたた.まる・あたた.める・ぬく	N2	3	12
港	harbor	こう	みなと	N3	3	12
湖	lake	こ	みずうみ	N2	3	12
湯	hot water; bath; hot spring	とう	ゆ	N2	3	12
登	ascend; climb up	とう・と・どう・しょう・ちょう	のぼ.る・あ.がる	N3	3	12
着	don; arrive; wear; counter for suits of clothing	ちゃく・じゃく	き.る・-ぎ・き.せる・-き.せ・つ.く・つ.ける	N4	3	12
短	short; brevity; fault; defect	たん	みじか.い	N2	3	12
童	juvenile; child	どう	わらべ	N2	3	12
筆	writing brush; writing; painting brush; handwriting	ひつ	ふで	N2	3	12
等	etc.; and so forth; class (first); quality	とう	ひと.しい・など・-ら	N3	3	12
落	fall; drop; come down; village	らく	お.ちる・お.ち・お.とす	N3	3	12
葉	leaf; plane; lobe; needle	よう	は	N3	3	12
軽	lightly; trifling; unimportant	けい・きょう・きん	かる.い・かろ.やか・かろ.んじる	N2	3	12
遊	play	ゆう・ゆ	あそ.ぶ・あそ.ばす	N3	3	12
運	carry; luck; destiny; fate	うん	はこ.ぶ	N4	3	12
開	open; unfold; unseal	かい	ひら.く・ひら.き・-びら.き・ひら.ける・あ.く・あ.ける	N4	3	12
陽	sunshine; yang principle; positive; male	よう	ひ	N3	3	12
階	storey; stair; counter for storeys of a building	かい	きざはし	N2	3	12
集	gather; meet; congregate; swarm	しゅう	あつ.まる・あつ.める・つど.う	N4	3	12
飲	drink; smoke; take	いん・おん	の.む・-の.み	N4	3	12
想	concept; think; idea; thought	そう・そ	おも.う	N3	3	13
意	idea; mind; heart; taste	い		N4	3	13
感	emotion; feeling; sensation	かん		N3	3	13
暗	darkness; disappear; shade; informal	あん	くら.い・くら.む・くれ.る	N3	3	13
業	business; vocation; arts; performance	ぎょう・ごう	わざ	N4	3	13
漢	sino-; china	かん		N4	3	13
福	blessing; fortune; luck; wealth	ふく		N3	3	13
詩	poem; poetry	し	うた	N1	3	13
路	path; route; road; distance	ろ・る	-じ・みち	N3	3	13
農	agriculture; farmers	のう		N2	3	13
鉄	iron	てつ	くろがね	N2	3	13
様	esq.; way; manner; situation	よう・しょう	さま・さん	N3	3	14
緑	green	りょく・ろく	みどり	N2	3	14
練	practice; gloss; train; drill	れん	ね.る・ね.り	N2	3	14
銀	silver	ぎん	しろがね	N4	3	14
駅	station	えき		N4	3	14
鼻	nose; snout	び	はな	N2	3	14
横	sideways; side; horizontal; width	おう	よこ	N3	3	15
箱	box; chest; case; bin	そう	はこ	N3	3	15
調	tune; tone; meter; key (music)	ちょう	しら.べる・しら.べ・ととの.う・ととの.える	N3	3	15
談	discuss; talk	だん		N3	3	15
整	organize; arranging; tune; tone	せい	ととの.える・ととの.う	N1	3	16
橋	bridge	きょう	はし	N2	3	16
薬	medicine; chemical; enamel; gunpowder	やく	くすり	N3	3	16
館	building; mansion; large building; palace	かん	やかた・たて	N4	3	16
題	topic; subject	だい		N4	3	18
士	gentleman; scholar; samurai; samurai radical (no. 33)	し	さむらい	N1	4	3
不	negative; non-; bad; ugly	ふ・ぶ		N4	4	4
夫	husband; man	ふ・ふう・ぶ	おっと・それ	N3	4	4
欠	lack; gap; fail; yawning radical (no. 76)	けつ・けん	か.ける・か.く	N3	4	4
氏	family name; surname; clan	し	うじ・-うじ	N1	4	4
付	adhere; attach; refer to; append	ふ	つ.ける・-つ.ける・-づ.ける・つ.け・つ.け-・-つ.け・-づ.け・-づけ・つ.く・-づ.く・つ.き・-つ.き・-つき・-づ.き・-づき	N3	4	5
令	orders; ancient laws; command; decree	れい		N2	4	5
以	by means of; because; in view of; compared with	い	もっ.て	N4	4	5
功	achievement; merits; success; honor	こう・く	いさお	N1	4	5
加	add; addition; increase; join	か	くわ.える・くわ.わる	N3	4	5
包	wrap; pack up; cover; conceal	ほう	つつ.む・くる.む	N2	4	5
史	history; chronicle	し		N2	4	5
司	director; official; govt office; rule	し	つかさど.る	N1	4	5
失	lose; error; fault; disadvantage	しつ	うしな.う・う.せる	N3	4	5
必	invariably; certain; inevitable	ひつ	かなら.ず	N3	4	5
未	un-; not yet; hitherto; still	み・び	いま.だ・ま.だ・ひつじ	N3	4	5
末	end; close; tip; powder	まつ・ばつ	すえ	N3	4	5
札	tag; paper money; counter for bonds; placard	さつ	ふだ	N2	4	5
民	people; nation; subjects	みん	たみ	N3	4	5
辺	environs; boundary; border; vicinity	へん	あた.り・ほと.り・-べ	N2	4	5
争	contend; dispute; argue	そう	あらそ.う・いか.でか	N3	4	6
仲	go-between; relationship	ちゅう	なか	N2	4	6
伝	transmit; go along; walk along; follow	でん・てん	つた.わる・つた.える・つた.う・つだ.う・-づた.い・つて	N3	4	6
兆	portent; 10**12; trillion; sign	ちょう	きざ.す・きざ.し	N2	4	6
共	together; both; neither; all	きょう	とも・とも.に・-ども	N3	4	6
印	stamp; seal; mark; imprint	いん	しるし・-じるし・しる.す	N2	4	6
各	each; every; either	かく	おのおの	N2	4	6
好	fond; pleasing; like something	こう	この.む・す.く・よ.い・い.い	N3	4	6
成	turn into; become; get; grow	せい・じょう	な.る・な.す・-な.す	N3	4	6
灯	lamp; a light; light; counter for lights	とう	ひ・ほ-・ともしび・とも.す・あかり	N2	4	6
老	old man; old age; grow old	ろう	お.いる・ふ.ける	N3	4	6
衣	garment; clothes; dressing	い・え	ころも・きぬ・-ぎ	N2	4	6
位	rank; grade; throne; crown	い	くらい・ぐらい	N3	4	7
低	lower; short; humble	てい	ひく.い・ひく.める・ひく.まる	N2	4	7
児	newborn babe; child; young of animals	じ・に・げい	こ・-こ・-っこ	N2	4	7
兵	soldier; private; troops; army	へい・ひょう	つわもの	N2	4	7
冷	cool; cold (beer, person); chill	れい	つめ.たい・ひ.える・ひ.や・ひ.ややか・ひ.やす・ひ.やかす・さ.める・さ.ます	N3	4	7
初	first time; beginning	しょ	はじ.め・はじ.めて・はつ・はつ-・うい-・-そ.める・-ぞ.め	N3	4	7
別	separate; branch off; diverge; fork	べつ	わか.れる・わ.ける	N4	4	7
利	profit; advantage; benefit	り	き.く	N3	4	7
努	toil; diligent; as much as possible	ど	つと.める	N3	4	7
労	labor; thank for; reward for; toil	ろう	ろう.する・いたわ.る・いた.ずき・ねぎら・つか.れる・ねぎら.う	N3	4	7
告	revelation; tell; inform; announce	こく	つ.げる	N3	4	7
囲	surround; besiege; store; paling	い	かこ.む・かこ.う・かこ.い	N2	4	7
完	perfect; completion; end	かん		N3	4	7
希	hope; beg; request; pray	き・け	まれ	N2	4	7
折	fold; break; fracture; bend	せつ・しゃく	お.る・おり・お.り・-お.り・お.れる	N3	4	7
改	reformation; change; modify; mend	かい	あらた.める・あらた.まる	N2	4	7
材	lumber; log; timber; wood	ざい		N2	4	7
束	bundle; sheaf; ream; tie in bundles	そく	たば・たば.ねる・つか・つか.ねる	N3	4	7
求	request; want; wish for; require	きゅう・ぐ	もと.める	N3	4	7
臣	retainer; subject	しん・じん		N2	4	7
良	good; pleasing; skilled	りょう	よ.い・-よ.い・い.い・-い.い	N3	4	7
芸	technique; art; craft; performance	げい・うん	う.える・のり・わざ	N2	4	7
例	example; custom; usage; precedent	れい	たと.える	N3	4	8
典	code; ceremony; law; rule	てん・でん		N1	4	8
刷	printing; print; brush	さつ	す.る・-ず.り・-ずり・は.く	N2	4	8
卒	graduate; soldier; private; die	そつ・しゅつ	そっ.する・お.える・お.わる・ついに・にわか	N2	4	8
協	co-; cooperation	きょう		N2	4	8
参	nonplussed; three (in documents); going; coming	さん・しん	まい.る・まい-・まじわる・みつ	N3	4	8
周	circumference; circuit; lap	しゅう	まわ.り	N2	4	8
固	harden; set; clot; curdle	こ	かた.める・かた.まる・かた.まり・かた.い	N2	4	8
季	seasons	き		N2	4	8
官	bureaucrat; the government; organ	かん		N3	4	8
底	bottom; sole; depth; bottom price	てい	そこ	N2	4	8
府	borough; urban prefecture; govt office; representative body	ふ		N2	4	8
径	diameter; path; method	けい	みち・こみち・さしわたし・ただちに	N1	4	8
念	wish; sense; idea; thought	ねん		N3	4	8
松	pine tree	しょう	まつ	N1	4	8
果	fruit; reward; carry out; achieve	か	は.たす・はた.す・-は.たす・は.てる・-は.てる・は.て	N3	4	8
毒	poison; virus; venom; germ	どく		N2	4	8
治	reign; be at peace; calm down; subdue	じ・ち	おさ.める・おさ.まる・なお.る・なお.す	N3	4	8
法	method; law; rule; principle	ほう・はっ・ほっ・ふらん	のり	N3	4	8
泣	cry; weep; moan	きゅう	な.く	N1	4	8
牧	breed; care for; shepherd; feed	ぼく	まき	N1	4	8
的	bull's eye; mark; target; object	てき	まと		4	8
芽	bud; sprout; spear; germ	が	め	N1	4	8
英	england; english; hero; outstanding	えい	はなぶさ	N4	4	8
便	convenience; facility; excrement; feces	べん・びん	たよ.り	N3	4	9
信	faith; truth; fidelity; trust	しん		N3	4	9
勇	courage; cheer up; be in high spirits; bravery	ゆう	いさ.む	N2	4	9
単	simple; one; single; merely	たん	ひとえ	N3	4	9
型	mould; type; model	けい	かた・-がた	N2	4	9
変	unusual; change; strange	へん	か.わる・か.わり・か.える	N3	4	9
建	build	けん・こん	た.てる・た.て・-だ.て・た.つ	N4	4	9
昨	yesterday; previous	さく		N3	4	9
栄	flourish; prosperity; honor; glory	えい・よう	さか.える・は.え・-ば.え・は.える・え	N2	4	9
浅	shallow; superficial; frivolous; wretched	せん	あさ.い	N2	4	9
省	focus; government ministry; conserve	せい・しょう	かえり.みる・はぶ.く	N2	4	9
祝	celebrate; congratulate	しゅく・しゅう	いわ.う	N2	4	9
紀	chronicle; account; narrative; history	き		N1	4	9
約	promise; approximately; shrink	やく	つづ.まる・つづ.める・つづま.やか	N3	4	9
胃	stomach; paunch; crop; craw	い		N2	4	9
要	need; main point; essence; pivot	よう	い.る・かなめ	N3	4	9
軍	army; force; troops; war	ぐん	いくさ	N2	4	9
飛	fly; skip (pages); scatter	ひ	と.ぶ・と.ばす・-と.ばす	N3	4	9
倉	godown; warehouse; storehouse; cellar	そう	くら	N1	4	10
候	climate; season; weather; wait for	こう	そうろう	N3	4	10
借	borrow; rent	しゃく	か.りる	N4	4	10
孫	grandchild; descendants	そん	まご	N2	4	10
害	harm; injury	がい		N3	4	10
差	distinction; difference; variation; discrepancy	さ	さ.す・さ.し	N3	4	10
席	seat; mat; occasion; place	せき	むしろ	N3	4	10
帯	sash; belt; obi; zone	たい	お.びる・おび	N2	4	10
徒	on foot; junior; emptiness; vanity	と	いたずら・あだ	N3	4	10
挙	raise; plan; project; behavior	きょ	あ.げる・あ.がる・こぞ.る	N1	4	10
料	fee; materials	りょう		N4	4	10
案	plan; suggestion; draft; ponder	あん	つくえ	N1	4	10
梅	plum	ばい	うめ	N1	4	10
残	remainder; leftover; balance	ざん・さん	のこ.る・のこ.す・そこな.う・のこ.り	N3	4	10
殺	kill; murder; butcher; slice off	さつ・さい・せつ	ころ.す・-ごろ.し・そ.ぐ	N3	4	10
浴	bathe; be favored with; bask in	よく	あ.びる・あ.びせる	N2	4	10
特	special	とく		N4	4	10
笑	laugh	しょう	わら.う・え.む	N3	4	10
粉	flour; powder; dust	ふん	デシメートル・こ・こな	N2	4	10
脈	vein; pulse; hope	みゃく	すじ	N1	4	10
航	navigate; sail; cruise; fly	こう		N2	4	10
訓	instruction; japanese character reading; explanation; read	くん・きん	おし.える・よ.む・くん.ずる	N2	4	10
連	take along; lead; join; connect	れん	つら.なる・つら.ねる・つ.れる・-づ.れ	N3	4	10
郡	county; district	ぐん	こおり	N1	4	10
停	halt; stopping	てい	と.める・と.まる	N2	4	11
健	healthy; health; strength; persistence	けん	すこ.やか	N1	4	11
側	side; lean; oppose; regret	そく	かわ・がわ・そば	N3	4	11
副	vice-; assistant; aide; duplicate	ふく		N2	4	11
唱	chant; recite; call upon; yell	しょう	とな.える	N1	4	11
堂	public chamber; hall	どう		N4	4	11
巣	nest; rookery; hive; cobweb	そう	す・す.くう	N1	4	11
康	ease; peace	こう		N1	4	11
得	gain; get; find; earn	とく	え.る・う.る	N3	4	11
救	salvation; save; help; rescue	きゅう	すく.う	N1	4	11
敗	failure; defeat; reversal	はい	やぶ.れる	N3	4	11
望	ambition; full moon; hope; desire	ぼう・もう	のぞ.む・もち	N3	4	11
械	contraption; fetter; machine; instrument	かい	かせ	N2	4	11
清	pure; purify; cleanse; exorcise	せい・しょう・しん	きよ.い・きよ.まる・きよ.める	N2	4	11
産	products; bear; give birth; yield	さん	う.む・う.まれる・うぶ-・む.す	N3	4	11
票	ballot; label; ticket; sign	ひょう		N1	4	11
菜	vegetable; side dish; greens	さい	な	N2	4	11
貨	freight; goods; property	か	たから	N2	4	11
陸	land; six	りく・ろく	おか	N2	4	11
博	dr.; command; esteem; win acclaim	はく・ばく		N1	4	12
喜	rejoice; take pleasure in	き	よろこ.ぶ・よろこ.ばす	N3	4	12
散	scatter; disperse; spend; squander	さん	ち.る・ち.らす・-ち.らす・ち.らかす・ち.らかる・ち.らばる・ばら・ばら.ける	N3	4	12
景	scenery; view	けい		N3	4	12
最	utmost; most; extreme	さい・しゅ	もっと.も・つま	N3	4	12
極	poles; settlement; conclusion; end	きょく・ごく	きわ.める・きわ.まる・きわ.まり・きわ.み・き.める・-ぎ.め・き.まる	N2	4	12
満	full; fullness; enough; satisfy	まん・ばん	み.ちる・み.つ・み.たす	N3	4	12
無	nothingness; none; ain't; nothing	む・ぶ	な.い		4	12
然	sort of thing; so; if so; in that case	ぜん・ねん	しか・しか.り・しか.し・さ	N3	4	12
焼	bake; burning	しょう	や.く・や.き・や.き-・-や.き・や.ける	N2	4	12
結	tie; bind; contract; join	けつ・けち	むす.ぶ・ゆ.う・ゆ.わえる	N1	4	12
給	salary; wage; gift; allow	きゅう	たま.う・たも.う・-たま.え	N3	4	12
街	boulevard; street; town	がい・かい	まち	N1	4	12
覚	memorize; learn; remember; awake	かく	おぼ.える・さ.ます・さ.める・さと.る	N3	4	12
象	elephant; pattern after; imitate; image	しょう・ぞう	かたど.る	N2	4	12
貯	savings; store; lay in; keep	ちょ	た.める・たくわ.える	N2	4	12
費	expense; cost; spend; consume	ひ	つい.やす・つい.える	N3	4	12
達	accomplished; reach; arrive; attain	たつ・だ	-たち	N3	4	12
量	quantity; measure; weight; amount	りょう	はか.る	N2	4	12
隊	regiment; party; company; squad	たい		N1	4	12
順	obey; order; turn; right	じゅん		N2	4	12
飯	meal; boiled rice	はん	めし	N4	4	12
働	work; (kokuji)	どう	はたら.く	N3	4	13
塩	salt	えん	しお	N2	4	13
愛	love; affection; favourite	あい	いと.しい・かな.しい・め.でる・お.しむ・まな	N3	4	13
戦	war; battle; match	せん	いくさ・たたか.う・おのの.く・そよ.ぐ・わなな.く	N3	4	13
照	illuminate; shine; compare; bashful	しょう	て.る・て.らす・て.れる	N2	4	13
節	node; season; period; occasion	せつ・せち	ふし・-ぶし・のっと	N1	4	13
続	continue; series; sequel	ぞく・しょく・こう・きょう	つづ.く・つづ.ける・つぐ.ない	N3	4	13
置	placement; put; set; deposit	ち	お.く・-お.き	N3	4	13
腸	intestines; guts; bowels; viscera	ちょう	はらわた・わた	N1	4	13
試	test; try; attempt; experiment	し	こころ.みる・ため.す	N4	4	13
辞	resign; word; term; expression	じ	や.める・いな.む	N3	4	13
察	guess; presume; surmise; judge	さつ		N3	4	14
旗	national flag; banner; standard	き	はた	N1	4	14
歴	curriculum; continuation; passage of time	れき・れっき		N2	4	14
漁	fishing; fishery	ぎょ・りょう	あさ.る	N2	4	14
種	species; kind; class; variety	しゅ	たね・-ぐさ	N3	4	14
管	pipe; tube; wind instrument; drunken talk	かん	くだ	N2	4	14
説	opinion; theory; explanation; rumor	せつ・ぜい	と.く	N3	4	14
関	connection; barrier; gateway; involve	かん	せき・-ぜき・かか.わる・からくり・かんぬき	N3	4	14
静	quiet	せい・じょう	しず-・しず.か・しず.まる・しず.める	N3	4	14
億	hundred million; 10**8	おく		N2	4	15
器	utensil; vessel; receptacle; implement	き	うつわ	N1	4	15
標	signpost; seal; mark; stamp	ひょう	しるべ・しるし	N1	4	15
熱	heat; temperature; fever; mania	ねつ	あつ.い	N3	4	15
課	chapter; lesson; section; department	か		N2	4	15
賞	prize; reward; praise	しょう	ほ.める	N2	4	15
輪	wheel; ring; circle; link	りん	わ	N2	4	15
選	elect; select; choose; prefer	せん	えら.ぶ	N3	4	15
養	foster; bring up; rear; develop	よう・りょう	やしな.う	N1	4	15
機	loom; mechanism; machine; airplane	き	はた	N3	4	16
積	volume; product (x*y); acreage; contents	せき	つ.む・-づ.み・つ.もる・つ.もり	N3	4	16
録	record	ろく	しる.す・と.る	N2	4	16
観	outlook; look; appearance; condition	かん	み.る・しめ.す	N3	4	18
類	sort; kind; variety; class	るい	たぐ.い	N3	4	18
験	verification; effect; testing	けん・げん	あかし・しるし・ため.す・ためし	N4	4	18
鏡	mirror; speculum; barrel-head; round rice-cake offering	きょう・けい	かがみ	N1	4	19
願	petition; request; vow; wish	がん	ねが.う・-ねがい	N3	4	19
競	emulate; compete with; bid; sell at auction	きょう・けい	きそ.う・せ.る・くら.べる	N2	4	20
議	deliberation; consultation; debate; consideration	ぎ		N3	4	20
久	long time; old story	きゅう・く	ひさ.しい	N2	5	3
仏	buddha; the dead; france	ぶつ・ふつ	ほとけ	N2	5	4
支	branch; support; sustain; branch radical (no. 65)	し	ささ.える・つか.える・か.う	N3	5	4
比	compare; race; ratio; philippines	ひ	くら.べる	N2	5	4
刊	publish; carve; engrave	かん		N2	5	5
句	phrase; clause; sentence; passage	く		N1	5	5
可	can; passable; mustn't; should not	か・こく	-べ.き・-べ.し		5	5
圧	pressure; push; overwhelm; oppress	あつ・えん・おう	お.す・へ.す・おさ.える・お.さえる	N2	5	5
布	linen; cloth; spread; distribute	ふ	ぬの	N2	5	5
弁	valve; petal; braid; speech	べん・へん	かんむり・わきま.える・わ.ける・はなびら・あらそ.う	N1	5	5
旧	old times; old things; old friend; former	きゅう	ふる.い・もと	N2	5	5
永	eternity; long; lengthy	えい	なが.い	N2	5	5
犯	crime; sin; offense	はん・ぼん	おか.す	N3	5	5
示	show; indicate; point out; express	じ・し	しめ.す	N3	5	5
仮	sham; temporary; interim; assumed (name)	か・け	かり・かり-	N1	5	6
件	affair; case; matter; item	けん	くだん	N3	5	6
任	responsibility; duty; term; entrust to	にん	まか.せる・まか.す	N3	5	6
再	again; twice; second time	さい・さ	ふたた.び	N2	5	6
因	cause; factor; be associated with; depend on	いん	よ.る・ちな.む	N3	5	6
団	group; association	だん・とん	かたまり・まる.い	N2	5	6
在	exist; outskirts; suburbs; located in	ざい	あ.る	N3	5	6
舌	tongue; reed; clapper	ぜつ	した	N1	5	6
似	becoming; resemble; counterfeit; imitate	じ	に.る・ひ.る	N3	5	7
余	too much; myself; surplus; other	よ	あま.る・あま.り・あま.す・あんま.り	N3	5	7
判	judgement; signature; stamp; seal	はん・ばん	わか.る	N3	5	7
均	level; average	きん	なら.す	N2	5	7
序	preface; beginning; order; precedence	じょ	つい.で・ついで	N1	5	7
志	intention; plan; resolve; aspire	し	シリング・こころざ.す・こころざし	N1	5	7
応	apply; answer; yes; ok	おう・よう・-のう	あた.る・まさに・こた.える	N1	5	7
快	cheerful; pleasant; agreeable; comfortable	かい	こころよ.い	N2	5	7
技	skill; art; craft; ability	ぎ	わざ	N2	5	7
条	article; clause; item; stripe	じょう・ちょう・でき	えだ・すじ	N1	5	7
災	disaster; calamity; woe; curse	さい	わざわ.い	N1	5	7
状	status quo; conditions; circumstances; form	じょう		N3	5	7
防	ward off; defend; protect; resist	ぼう	ふせ.ぐ	N2	5	7
価	value; price	か・け	あたい	N1	5	8
制	system; law; rule	せい		N3	5	8
券	ticket	けん		N2	5	8
効	merit; efficacy; efficiency; benefit	こう	き.く・ききめ・なら.う	N2	5	8
妻	wife; spouse	さい	つま	N3	5	8
居	reside; to be; exist; live with	きょ・こ	い.る・-い・お.る	N3	5	8
往	journey; travel; chase away; let go	おう	い.く・いにしえ・さき.に・ゆ.く	N1	5	8
性	sex; gender; nature	せい・しょう	さが	N3	5	8
承	acquiesce; hear; listen to; be informed	しょう・じょう	うけたまわ.る・う.ける	N2	5	8
招	beckon; invite; summon; engage	しょう	まね.く	N3	5	8
易	easy; ready to; simple; fortune-telling	えき・い	やさ.しい・やす.い	N3	5	8
枝	bough; branch; twig; limb	し	えだ	N2	5	8
武	warrior; military; chivalry; arms	ぶ・む	たけ・たけ.し	N2	5	8
河	river	か	かわ	N2	5	8
版	printing block; printing plate; edition; impression	はん		N2	5	8
肥	fertilizer; get fat; fertile; manure	ひ	こ.える・こえ・こ.やす・こ.やし・ふと.る	N1	5	8
舎	cottage; inn; hut; house	しゃ・せき	やど.る	N1	5	8
述	mention; state; speak; relate	じゅつ	の.べる	N2	5	8
非	un-; mistake; negative; injustice	ひ	あら.ず	N3	5	8
保	protect; guarantee; keep; preserve	ほ・ほう	たも.つ	N1	5	9
則	rule; follow; based on; model after	そく	のっと.る	N2	5	9
厚	thick; heavy; rich; kind	こう	あつ.い・あか	N2	5	9
政	politics; government	せい・しょう	まつりごと・まん	N3	5	9
故	happenstance; especially; intentionally; reason	こ	ゆえ・ふる.い・もと	N1	5	9
査	investigate	さ		N2	5	9
独	single; alone; spontaneously; germany	どく・とく	ひと.り	N1	5	9
祖	ancestor; pioneer; founder	そ		N3	5	9
迷	astray; be perplexed; in doubt; lost	めい	まよ.う	N3	5	9
退	retreat; withdraw; retire; resign	たい	しりぞ.く・しりぞ.ける・ひ.く・の.く・の.ける・ど.く	N3	5	9
逆	inverted; reverse; opposite; wicked	ぎゃく・げき	さか・さか.さ・さか.らう	N2	5	9
限	limit; restrict; to best of ability	げん	かぎ.る・かぎ.り・-かぎ.り	N3	5	9
修	discipline; conduct oneself well; study; master	しゅう・しゅ	おさ.める・おさ.まる	N1	5	10
俵	bag; bale; sack; counter for bags	ひょう	たわら	N1	5	10
個	individual; counter for articles	こ・か		N2	5	10
容	contain; form; looks	よう	い.れる	N3	5	10
師	expert; teacher; master; model	し	いくさ	N3	5	10
恩	grace; kindness; goodness; favor	おん		N1	5	10
格	status; rank; capacity; character	かく・こう・きゃく・ごう		N3	5	10
桜	cherry	おう・よう	さくら	N1	5	10
留	detain; fasten; halt; stop	りゅう・る	と.める・と.まる・とど.める・とど.まる・るうぶる	N3	5	10
益	benefit; gain; profit; advantage	えき・やく	ま.す	N1	5	10
破	rend; rip; tear; break	は	やぶ.る・やぶ.れる・わ.れる	N3	5	10
素	elementary; principle; naked; uncovered	そ・す	もと	N1	5	10
耕	till; plow; cultivate	こう	たがや.す	N2	5	10
能	ability; talent; skill; capacity	のう	よ.く	N3	5	10
財	property; money; wealth; assets	ざい・さい・ぞく	たから	N3	5	10
造	create; make; structure; physique	ぞう	つく.る・つく.り・-づく.り	N2	5	10
務	task; duties	む	つと.める	N3	5	11
基	fundamentals; radical (chem); counter for machines; foundation	き	もと・もとい	N1	5	11
婦	lady; woman; wife; bride	ふ	よめ	N3	5	11
寄	draw near; stop in; bring near; gather	き	よ.る・-よ.り・よ.せる	N3	5	11
常	usual; ordinary; normal; common	じょう	つね・とこ-	N3	5	11
張	lengthen; counter for bows & stringed instruments; stretch; spread	ちょう	は.る・-は.り・-ば.り	N1	5	11
情	feelings; emotion; passion; sympathy	じょう・せい	なさ.け	N3	5	11
授	impart; instruct; grant; confer	じゅ	さず.ける・さず.かる	N1	5	11
採	pick; take; fetch; take up	さい	と.る	N2	5	11
接	touch; contact; adjoin; piece together	せつ・しょう	つ.ぐ	N2	5	11
断	severance; decline; refuse; apologize	だん	た.つ・ことわ.る・さだ.める	N3	5	11
液	fluid; liquid; juice; sap	えき		N2	5	11
混	mix; blend; confuse	こん	ま.じる・-ま.じり・ま.ざる・ま.ぜる・こ.む	N2	5	11
率	ratio; rate; proportion; %	そつ・りつ・しゅつ	ひき.いる	N1	5	11
現	present; existing; actual	げん	あらわ.れる・あらわ.す・うつつ・うつ.つ	N3	5	11
略	abbreviation; omission; outline; shorten	りゃく	ほぼ・はぶ.く・おか.す・おさ.める・はかりごと・はか.る	N2	5	11
眼	eyeball	がん・げん	まなこ・め	N1	5	11
移	shift; move; change; drift	い	うつ.る・うつ.す	N2	5	11
経	sutra; longitude; pass thru; expire	けい・きょう・きん	へ.る・た.つ・たていと・はか.る・のり	N3	5	11
術	art; technique; skill; means	じゅつ	すべ	N3	5	11
規	standard; measure	き		N3	5	11
設	establishment; provision; prepare	せつ	もう.ける	N2	5	11
許	permit; approve	きょ	ゆる.す・もと	N3	5	11
貧	poverty; poor	ひん・びん	まず.しい	N3	5	11
責	blame; condemn; censure	せき	せ.める	N3	5	11
険	precipitous; inaccessible place; impregnable position; steep place	けん	けわ.しい	N3	5	11
備	equip; provision; preparation	び	そな.える・そな.わる・つぶさ.に	N3	5	12
営	occupation; camp; perform; build	えい	いとな.む・いとな.み	N2	5	12
報	report; news; reward; retribution	ほう	むく.いる	N3	5	12
富	wealth; enrich; abundant	ふ・ふう	と.む・とみ	N3	5	12
属	belong; genus; subordinate official; affiliated	ぞく・しょく	さかん・つく・やから	N1	5	12
復	restore; return to; revert; resume	ふく	また	N2	5	12
提	propose; take along; carry in hand	てい・ちょう・だい	さ.げる	N1	5	12
検	examination; investigate	けん	しら.べる	N1	5	12
減	dwindle; decrease; reduce; decline	げん	へ.る・へ.らす	N2	5	12
測	fathom; plan; scheme; measure	そく	はか.る	N2	5	12
程	extent; degree; law; formula	てい	ほど・-ほど	N3	5	12
税	tax; duty	ぜい		N2	5	12
統	overall; relationship; ruling; governing	とう	す.べる・ほび.る	N1	5	12
絶	discontinue; sever; cut off; abstain	ぜつ	た.える・た.やす・た.つ	N3	5	12
証	evidence; proof; certificate	しょう	あかし	N1	5	12
評	evaluate; criticism; comment	ひょう		N1	5	12
貸	lend	たい	か.す・か.し-・かし-	N4	5	12
貿	trade; exchange	ぼう		N2	5	12
賀	congratulations; joy	が		N1	5	12
過	overdo; exceed; go beyond; error	か	す.ぎる・-す.ぎる・-す.ぎ・す.ごす・あやま.つ・あやま.ち・よ.ぎる	N3	5	12
勢	forces; energy; military strength	せい・ぜい	いきお.い・はずみ	N2	5	13
墓	grave; tomb	ぼ	はか	N1	5	13
夢	dream; vision; illusion	む・ぼう	ゆめ・ゆめ.みる・くら.い	N3	5	13
幹	tree trunk; main part; talent; capability	かん	みき	N1	5	13
損	damage; loss; disadvantage; hurt	そん	そこ.なう・そこな.う・-そこ.なう・そこ.ねる・-そこ.ねる	N2	5	13
準	semi-; correspond to; proportionate to; conform	じゅん	じゅん.じる・じゅん.ずる・なぞら.える・のり・ひと.しい・みずもり	N2	5	13
禁	prohibition; ban; forbid	きん		N2	5	13
罪	guilt; sin; crime; fault	ざい	つみ	N3	5	13
群	flock; group; crowd; herd	ぐん	む.れる・む.れ・むら・むら.がる	N2	5	13
義	righteousness; justice; morality; honor	ぎ		N1	5	13
解	unravel; notes; key; explanation	かい・げ	と.く・と.かす・と.ける・ほど.く・ほど.ける・わか.る・さと.る	N3	5	13
豊	bountiful; excellent; rich	ほう・ぶ	ゆた.か・とよ	N2	5	13
資	assets; resources; capital; funds	し		N3	5	13
鉱	mineral; ore	こう	あらがね	N2	5	13
預	deposit; custody; leave with; entrust to	よ	あず.ける・あず.かる	N2	5	13
飼	domesticate; raise; keep; feed	し	か.う	N1	5	13
像	statue; picture; image; figure	ぞう		N2	5	14
境	boundary; border; region	きょう・けい	さかい	N2	5	14
増	increase; add; augment; gain	ぞう	ま.す・ま.し・ふ.える・ふ.やす	N3	5	14
徳	benevolence; virtue; goodness; commanding respect	とく		N1	5	14
